                            Variables index correlation      qvalue pvalue
M6.97_275.0229m.z   M6.97_275.0229m.z  5269  -0.2133552 0.065043160  0.014
M0.62_169.0851n       M0.62_169.0851n  2215  -0.2132892 0.078731405  0.018
M1.43_213.1494m.z   M1.43_213.1494m.z   567  -0.2132237 0.084793057  0.020
M6.48_183.1389m.z   M6.48_183.1389m.z  4785  -0.2123547 0.121709059  0.033
M11.97_378.2073n     M11.97_378.2073n   453  -0.2121098 0.090787524  0.022
M4.73_187.0510m.z   M4.73_187.0510m.z  4909  -0.2120836 0.110419065  0.029
M2.39_244.0586n       M2.39_244.0586n   881  -0.2120812 0.068684211  0.015
M9.05_213.1496m.z   M9.05_213.1496m.z  2915  -0.2118617 0.102055624  0.026
M0.96_146.0246m.z   M0.96_146.0246m.z  2980  -0.2116949 0.078731405  0.018
M7.26_464.1905m.z   M7.26_464.1905m.z  2947  -0.2115873 0.081864993  0.019
M8.40_224.0563m.z   M8.40_224.0563m.z  3395  -0.2114923 0.098925234  0.025
M11.00_275.2015m.z M11.00_275.2015m.z  1848  -0.2114748 0.118988290  0.032
M2.99_203.0824m.z   M2.99_203.0824m.z  5336  -0.2112147 0.093696600  0.023
M2.35_499.3775m.z   M2.35_499.3775m.z  5442  -0.2110603 0.126875000  0.035
M3.94_222.1135m.z   M3.94_222.1135m.z  2129  -0.2109223 0.104943084  0.027
M12.88_282.2554n     M12.88_282.2554n   866  -0.2109136 0.090787524  0.022
M0.60_103.0400m.z   M0.60_103.0400m.z   327  -0.2105981 0.096166562  0.024
M3.25_211.0973m.z   M3.25_211.0973m.z  5667  -0.2097876 0.096166562  0.024
M7.04_403.0667m.z   M7.04_403.0667m.z  2121  -0.2096238 0.084793057  0.020
M5.21_274.1543m.z   M5.21_274.1543m.z  5766  -0.2096142 0.104943084  0.027
M4.37_172.0404m.z   M4.37_172.0404m.z  1323  -0.2094885 0.084793057  0.020
M7.89_211.1072m.z   M7.89_211.1072m.z  3286  -0.2091149 0.098925234  0.025
M5.61_386.2895m.z   M5.61_386.2895m.z  3015  -0.2090356 0.084793057  0.020
M1.98_183.1388m.z   M1.98_183.1388m.z  3958  -0.2090245 0.107513906  0.028
M7.93_228.1365n       M7.93_228.1365n  2357  -0.2079807 0.078731405  0.018
M0.97_142.0508m.z   M0.97_142.0508m.z  5971  -0.2078009 0.110419065  0.029
M9.97_307.1912m.z   M9.97_307.1912m.z  2949  -0.2074768 0.084793057  0.020
M7.91_356.1169m.z   M7.91_356.1169m.z  4080  -0.2073994 0.093696600  0.023
M11.65_129.0657m.z M11.65_129.0657m.z   775  -0.2070184 0.121709059  0.033
M3.40_126.0914m.z   M3.40_126.0914m.z  3550  -0.2068239 0.107513906  0.028
M11.37_199.1338m.z M11.37_199.1338m.z  5163  -0.2066653 0.061614179  0.013
M1.84_295.2641m.z   M1.84_295.2641m.z  5779  -0.2066033 0.104943084  0.027
M2.89_203.0824m.z   M2.89_203.0824m.z  4979  -0.2063112 0.107513906  0.028
M7.72_240.0533n       M7.72_240.0533n  4678  -0.2058164 0.081864993  0.019
M8.00_183.0157m.z   M8.00_183.0157m.z  1506  -0.2057134 0.116222550  0.031
M9.42_277.1421m.z   M9.42_277.1421m.z  5182  -0.2057079 0.096166562  0.024
M3.64_260.1165n       M3.64_260.1165n  3007  -0.2055015 0.121709059  0.033
M2.73_316.1185m.z   M2.73_316.1185m.z  4138  -0.2052482 0.087686391  0.021
M1.44_183.0981m.z   M1.44_183.0981m.z  5081  -0.2051060 0.093696600  0.023
M1.11_471.3458m.z   M1.11_471.3458m.z   964  -0.2049950 0.084793057  0.020
M2.68_244.0587n       M2.68_244.0587n  3438  -0.2049806 0.116222550  0.031
M8.71_326.1520n       M8.71_326.1520n  3120  -0.2048121 0.096166562  0.024
M5.60_85.0284m.z     M5.60_85.0284m.z  5994  -0.2047650 0.093696600  0.023
M8.40_164.0841n       M8.40_164.0841n  2738  -0.2046687 0.084793057  0.020
M8.27_331.1138m.z   M8.27_331.1138m.z  2886  -0.2040516 0.113410714  0.030
M8.24_341.2558n       M8.24_341.2558n  1835  -0.2036875 0.110419065  0.029
M12.87_535.3652m.z M12.87_535.3652m.z  3250  -0.2033830 0.090787524  0.022
M4.52_150.0774m.z   M4.52_150.0774m.z  5424  -0.2032421 0.104943084  0.027
M5.47_160.0402m.z   M5.47_160.0402m.z  5320  -0.2031989 0.113410714  0.030
M4.80_850.6667m.z   M4.80_850.6667m.z  1431  -0.2028087 0.110419065  0.029
M4.64_172.0979m.z   M4.64_172.0979m.z  5541  -0.2023959 0.102055624  0.026
M2.39_137.0605m.z   M2.39_137.0605m.z  5110  -0.2021696 0.093696600  0.023
M5.41_761.6524m.z   M5.41_761.6524m.z  5911  -0.2019251 0.126875000  0.035
M1.40_295.2637m.z   M1.40_295.2637m.z  4845  -0.2016538 0.084793057  0.020
M1.04_171.0762m.z   M1.04_171.0762m.z  3219  -0.2016072 0.118988290  0.032
M11.16_189.1234m.z M11.16_189.1234m.z  3246  -0.2014471 0.102055624  0.026
M1.59_247.1282m.z   M1.59_247.1282m.z  5999  -0.2008382 0.138971554  0.040
M7.10_102.0550m.z   M7.10_102.0550m.z  2274  -0.2007797 0.110419065  0.029
M6.28_283.1052m.z   M6.28_283.1052m.z  5488  -0.2007421 0.118988290  0.032
M4.79_876.6833m.z   M4.79_876.6833m.z  1557  -0.2007061 0.129392190  0.036
M4.90_87.0087m.z     M4.90_87.0087m.z  1958  -0.2005178 0.121709059  0.033
M11.10_211.1339m.z M11.10_211.1339m.z  3491  -0.2004311 0.065043160  0.014
M11.78_295.1932m.z M11.78_295.1932m.z  1917  -0.2000819 0.129392190  0.036
M1.46_237.1494m.z   M1.46_237.1494m.z  2462  -0.2000502 0.087686391  0.021
M5.02_286.2126m.z   M5.02_286.2126m.z  5218  -0.1999226 0.107513906  0.028
M0.96_324.2302n       M0.96_324.2302n    22  -0.1998626 0.124314335  0.034
M11.79_524.3777m.z M11.79_524.3777m.z   568  -0.1996166 0.107513906  0.028
M7.24_462.1766m.z   M7.24_462.1766m.z  2460  -0.1994846 0.113410714  0.030
M1.58_249.1856m.z   M1.58_249.1856m.z  4146  -0.1992018 0.113410714  0.030
M1.20_187.0511m.z   M1.20_187.0511m.z  4158  -0.1990347 0.096166562  0.024
M4.85_98.9841m.z     M4.85_98.9841m.z  3072  -0.1987491 0.132089376  0.037
M1.76_249.1855m.z   M1.76_249.1855m.z  5980  -0.1985540 0.132089376  0.037
M18.28_89.1074m.z   M18.28_89.1074m.z  1938  -0.1985112 0.129392190  0.036
M7.74_127.0391m.z   M7.74_127.0391m.z  6116  -0.1982116 0.126875000  0.035
M2.83_203.0824m.z   M2.83_203.0824m.z  3923  -0.1979058 0.134076667  0.038
M7.99_379.2482n       M7.99_379.2482n  1649  -0.1978587 0.110419065  0.029
M10.65_317.2076m.z M10.65_317.2076m.z  3947  -0.1977240 0.145339542  0.043
M6.49_265.1053m.z   M6.49_265.1053m.z  4644  -0.1977209 0.093696600  0.023
M1.28_241.0593m.z   M1.28_241.0593m.z  4322  -0.1973440 0.104943084  0.027
M3.33_307.2638m.z   M3.33_307.2638m.z  5404  -0.1971735 0.145339542  0.043
M5.56_232.0947n       M5.56_232.0947n  4965  -0.1971353 0.116222550  0.031
M6.55_220.0846n       M6.55_220.0846n   778  -0.1967334 0.136467769  0.039
M2.77_275.0996m.z   M2.77_275.0996m.z  2575  -0.1966371 0.116222550  0.031
M6.03_178.0508m.z   M6.03_178.0508m.z  4351  -0.1965168 0.107513906  0.028
M5.20_285.1112m.z   M5.20_285.1112m.z  4304  -0.1963083 0.141209870  0.041
M10.24_293.0728m.z M10.24_293.0728m.z  1655  -0.1961507 0.124314335  0.034
M7.01_87.0263m.z     M7.01_87.0263m.z  5584  -0.1960464 0.096166562  0.024
M9.76_311.1511n       M9.76_311.1511n  2984  -0.1958288 0.113410714  0.030
M8.78_217.1079m.z   M8.78_217.1079m.z  4886  -0.1957555 0.110419065  0.029
M9.05_513.2699m.z   M9.05_513.2699m.z  4839  -0.1956913 0.098925234  0.025
M8.24_277.0713m.z   M8.24_277.0713m.z  2132  -0.1955874 0.121709059  0.033
M7.90_186.1004n       M7.90_186.1004n  5489  -0.1954004 0.136467769  0.039
M0.96_453.1978m.z   M0.96_453.1978m.z  1086  -0.1952161 0.090787524  0.022
M5.86_286.1125m.z   M5.86_286.1125m.z  5961  -0.1951264 0.138971554  0.040
M7.39_145.0617m.z   M7.39_145.0617m.z  2049  -0.1951204 0.090787524  0.022
M0.64_218.1385m.z   M0.64_218.1385m.z  1073  -0.1950221 0.126875000  0.035
M1.15_126.0913m.z   M1.15_126.0913m.z  1064  -0.1946861 0.118988290  0.032
M7.10_104.0529m.z   M7.10_104.0529m.z  2081  -0.1945296 0.087686391  0.021
M8.11_195.0678n       M8.11_195.0678n  3971  -0.1944717 0.143332617  0.042
M5.71_581.2791m.z   M5.71_581.2791m.z  3780  -0.1942870 0.145339542  0.043
M2.66_301.0826m.z   M2.66_301.0826m.z  1934  -0.1937080 0.143332617  0.042
M12.43_344.2920n     M12.43_344.2920n   700  -0.1930967 0.136467769  0.039
M1.15_551.3049m.z   M1.15_551.3049m.z   532  -0.1929401 0.124314335  0.034
M1.12_167.1076m.z   M1.12_167.1076m.z  1257  -0.1928873 0.136467769  0.039
M7.91_243.0742m.z   M7.91_243.0742m.z  6208  -0.1927386 0.124314335  0.034
M13.29_299.2940m.z M13.29_299.2940m.z  1346  -0.1927295 0.147932239  0.044
M4.78_878.6988m.z   M4.78_878.6988m.z  1219  -0.1921669 0.147932239  0.044
M4.92_796.5252m.z   M4.92_796.5252m.z  1325  -0.1918537 0.145339542  0.043
M7.85_121.0648m.z   M7.85_121.0648m.z  2389  -0.1916834 0.145339542  0.043
M2.39_331.2637m.z   M2.39_331.2637m.z  5288  -0.1916674 0.156814815  0.048
M10.23_343.1300m.z M10.23_343.1300m.z  3348  -0.1915934 0.110419065  0.029
M7.80_191.0945n       M7.80_191.0945n  1558  -0.1914333 0.141209870  0.041
M11.04_251.2016m.z M11.04_251.2016m.z  1416  -0.1910564 0.136467769  0.039
M4.61_207.1259n       M4.61_207.1259n  2154  -0.1908634 0.107513906  0.028
M8.59_157.0972m.z   M8.59_157.0972m.z  4185  -0.1907472 0.118988290  0.032
M0.63_130.0270n       M0.63_130.0270n  2054  -0.1901565 0.152477035  0.046
M10.35_484.3029n     M10.35_484.3029n  3959  -0.1901308 0.134076667  0.038
M7.98_303.1219m.z   M7.98_303.1219m.z  5475  -0.1896644 0.136467769  0.039
M8.08_314.1034m.z   M8.08_314.1034m.z  4215  -0.1896292 0.134076667  0.038
M7.90_175.0246m.z   M7.90_175.0246m.z  4860  -0.1894554 0.129392190  0.036
M6.65_201.1132m.z   M6.65_201.1132m.z  2887  -0.1893979 0.138971554  0.040
M0.72_245.1140m.z   M0.72_245.1140m.z  4038  -0.1893805 0.149944911  0.045
M10.00_320.2344n     M10.00_320.2344n  5054  -0.1891955 0.124314335  0.034
M7.69_179.0793n       M7.69_179.0793n   944  -0.1891748 0.138971554  0.040
M9.50_465.2487m.z   M9.50_465.2487m.z  2765  -0.1889264 0.141209870  0.041
M9.20_354.9425m.z   M9.20_354.9425m.z   261  -0.1883628 0.158049264  0.049
M12.11_144.0657m.z M12.11_144.0657m.z  4613  -0.1883089 0.152477035  0.046
M8.73_359.0981m.z   M8.73_359.0981m.z  3300  -0.1881361 0.149944911  0.045
M5.02_358.2770m.z   M5.02_358.2770m.z  4560  -0.1880325 0.143332617  0.042
M7.26_218.1385m.z   M7.26_218.1385m.z   158  -0.1880189 0.141209870  0.041
M8.09_339.0415m.z   M8.09_339.0415m.z  2152  -0.1879612 0.134076667  0.038
M10.15_256.0726m.z M10.15_256.0726m.z  5777  -0.1879449 0.138971554  0.040
M1.91_233.0123m.z   M1.91_233.0123m.z  1294  -0.1878281 0.149944911  0.045
M8.43_209.0665m.z   M8.43_209.0665m.z  3755  -0.1875814 0.141209870  0.041
M1.07_169.1233m.z   M1.07_169.1233m.z   807  -0.1875279 0.134076667  0.038
M13.29_378.7900m.z M13.29_378.7900m.z   386  -0.1873918 0.158049264  0.049
M0.97_244.0403n       M0.97_244.0403n   972  -0.1872095 0.138971554  0.040
M0.97_351.1320m.z   M0.97_351.1320m.z  2186  -0.1870633 0.134076667  0.038
M9.17_443.1637m.z   M9.17_443.1637m.z  4177  -0.1867354 0.154581564  0.047
M11.09_287.2225m.z M11.09_287.2225m.z  4773  -0.1865879 0.154581564  0.047
M1.15_182.0576m.z   M1.15_182.0576m.z  5323  -0.1864403 0.129392190  0.036
M0.97_133.0658m.z   M0.97_133.0658m.z  4249  -0.1863828 0.134076667  0.038
M12.13_171.0762m.z M12.13_171.0762m.z  5915  -0.1863140 0.132089376  0.037
M15.26_375.0080m.z M15.26_375.0080m.z  3872  -0.1860392 0.154581564  0.047
M8.83_265.1438m.z   M8.83_265.1438m.z  2199  -0.1858083 0.136467769  0.039
M12.85_233.1492m.z M12.85_233.1492m.z  4565  -0.1854599 0.149944911  0.045
M9.40_192.0800m.z   M9.40_192.0800m.z  4614  -0.1852732 0.129392190  0.036
M1.91_157.0606m.z   M1.91_157.0606m.z  4842  -0.1850677 0.149944911  0.045
M0.72_311.0312m.z   M0.72_311.0312m.z   278  -0.1850113 0.149944911  0.045
M6.42_133.1080m.z   M6.42_133.1080m.z  5190  -0.1848947 0.124314335  0.034
M3.79_181.0506m.z   M3.79_181.0506m.z  6196  -0.1847141 0.152477035  0.046
M6.10_277.0050m.z   M6.10_277.0050m.z  3287  -0.1845581 0.154581564  0.047
M11.24_129.0657m.z M11.24_129.0657m.z   952  -0.1844479 0.129392190  0.036
M6.65_147.0474m.z   M6.65_147.0474m.z  6169  -0.1839399 0.147932239  0.044
M5.15_254.9981m.z   M5.15_254.9981m.z  4415  -0.1836561 0.149944911  0.045
M2.61_239.1653m.z   M2.61_239.1653m.z  5492  -0.1828399 0.158049264  0.049
M7.65_214.0565n       M7.65_214.0565n  2485  -0.1826120 0.124314335  0.034
M11.41_125.0970m.z M11.41_125.0970m.z  5714  -0.1822505 0.107513906  0.028
M8.57_161.0377m.z   M8.57_161.0377m.z  6151  -0.1822368 0.138971554  0.040
M7.53_359.1244m.z   M7.53_359.1244m.z  1007  -0.1821304 0.126875000  0.035
M9.52_499.1509m.z   M9.52_499.1509m.z  3381  -0.1808000 0.156814815  0.048
M12.11_252.1633m.z M12.11_252.1633m.z  2683  -0.1802533 0.152477035  0.046
M1.19_235.0485m.z   M1.19_235.0485m.z  3444  -0.1798110 0.152477035  0.046
M4.96_453.1955m.z   M4.96_453.1955m.z  3077  -0.1776708 0.141209870  0.041
M1.10_313.0293m.z   M1.10_313.0293m.z  2137  -0.1774155 0.158049264  0.049
M2.40_172.0403m.z   M2.40_172.0403m.z  4928  -0.1773180 0.158049264  0.049
M7.16_361.1391m.z   M7.16_361.1391m.z  1986  -0.1756065 0.158049264  0.049
M8.36_265.1405m.z   M8.36_265.1405m.z  2330  -0.1718531 0.158049264  0.049
